time	species_10	species_11	species_13	species_14	species_15	species_17	species_18	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_27	species_28	species_29	species_30	species_31	species_33	species_34	species_4	species_5	species_6	species_7	species_8
560.0.	3.666666666666666	68993.32785121357	9627.368920751775	100	100	22.90675013089858	103.96201636304941	3028.114652368198	580.3702989112486	25.884013094879336	100	129.58644262495608	100	83.52847163727715	494.5847165618951	11231.442793747523	18893.528793447626	62.20710726647931	100	100	100	392.3015610662254	457.4055866682317	218813.97463776925	57744.958876554614	407310.5135509593
567.0.	3.666666666666665	68992.92886072381	9627.428610827363	100	100	22.906874883478462	103.95815105207532	3028.1356588527597	587.6475034555198	25.884154122394534	100	129.5928740801784	100	83.51740821200244	500.4313176425593	11231.377848878263	19135.00474360322	62.206747588487474	100	100	100	392.30279573400566	457.4070304960141	221554.75331543852	57745.31688854604	412435.60015851905
574.0.	3.666666666666666	68992.52819010225	9627.482240977277	100	100	22.906986086213735	103.95450578080101	3028.1545366131418	594.924445192555	25.88427983315076	100	129.5988860737184	100	83.50712542458078	506.27717192368726	11231.312624344127	19376.47929352926	62.206386335836946	100	100	100	392.303905225625	457.4083279816273	224295.5401990237	57745.63855394054	417560.7358336667
581.0.	3.666666666666666	68992.12845276488	9627.53037164767	100	100	22.907085043787255	103.95106988515988	3028.1714823312714	602.201139150007	25.8843917019199	100	129.60450424951676	100	83.49757052593331	512.122332183462	11231.247546472945	19617.95244203765	62.2060258735189	100	100	100	392.3049011079556	457.4094926453791	227036.33445275846	57745.92723422188	422685.91557982366
588.0.	3.666666666666665	68991.73187724936	9627.573514768632	100	100	22.9071729446133	103.94783303115877	3028.186675668271	609.4775996205168	25.884491072050377	100	129.6097528383467	100	83.48869413586092	517.9668476267283	11231.182978840225	19859.424196400643	62.205668218552695	100	100	100	392.3057939471756	457.41053683805256	229777.13531833634	57746.18599988034	427811.1348634817
595.0.	3.666666666666667	68991.34034989655	9627.6121377223	100	100	22.90725087058196	103.94478522650438	3028.2002806575265	616.7538401852488	25.88457916648144	100	129.61465472087474	100	83.4804500449263	523.8107641138184	11231.11922922677	20100.89457107966	62.20531507856168	100	100	100	392.30659339058377	457.41147183651157	232517.94210819376	57746.41765421304	432936.38957403984
602.0.	3.666666666666665	68990.95545336249	9627.646667005834	100	100	22.907319806035684	103.94191682865808	3028.212446990083	624.0298737381106	25.88465709788956	100	129.61923148948003	100	83.47279502641999	529.6541243758687	11231.056555896741	20342.363586596264	62.20496788658118	100	100	100	392.30730824211014	457.41230793193773	235258.75419934266	57746.624755293975	438061.6759869331
609.0.	3.666666666666666	68990.57850133721	9627.677491608294	100	100	22.907380646028233	103.93921854977567	3028.223311199827	631.3057125104261	25.884725878023858	100	129.62350350862786	100	83.46568865805351	535.4969682173124	11230.99517325744	20583.831268530987	62.20462783243907	100	100	100	392.3079465319485	457.4130545112028	237999.5710277113	57746.80963622822	443186.9907298005
616.0.	3.666666666666665	68990.21056981607	9627.704966128022	100	100	22.907434203932628	103.9366814589428	3028.2329977570153	638.5813680958565	25.884786426305382	100	129.62748997371884	100	83.45909315301702	541.339332706223	11230.935256957107	20825.297646637657	62.204295891020486	100	100	100	392.3085155808235	457.4137201319699	240740.39208295403	57746.97442384967	448312.330751454
623.0.	3.666666666666667	68989.85252523831	9627.729413641357	100	100	22.907481218428767	103.93429698207511	3028.2416200746575	645.856851475395	25.88483957772554	100	129.6312089682032	100	83.45297320003665	547.181252353149	11230.876948472145	21066.762754061587	62.203972847702005	100	100	100	392.30902205913895	457.4143125918151	243481.21690369232	57747.12105592708	453437.69329343026
630.0.	3.666666666666666	68989.5050497813	9627.75112834616	100	100	22.907522359929395	103.9320568998133	3028.2492814360244	653.1321730422821	25.88488609010958	100	129.63467751893702	100	83.44729581206644	553.0227592790555	11230.82035923066	21308.22662665121	62.20365932121523	100	100	100	392.30947204150016	457.4148389919455	246222.04507315357	57747.25129701977	458563.0758639209
637.0.	3.666666666666665	68989.1686640736	9627.77037799728	100	100	22.907558236487663	103.92995334370796	3028.256075848459	660.4073426267114	25.88492665079405	100	129.63791164971641	100	83.44203018325291	558.8638833729669	11230.76557431528	21549.689302353563	62.2033557841777	100	100	100	392.3098710569145	457.4153057958633	248962.8762151771	57747.36675308513	463688.4762138946
644.0.	3.666666666666667	68988.84374756651	9627.787406144571	100	100	22.907589399215624	103.92797879095784	3028.262088828536	667.6823695202169	25.884961882751583	100	129.64092643288834	100	83.43714755381309	564.7046524398766	11230.712655784333	21791.15082068522	62.20306258150795	100	100	100	392.3102241349563	457.41571888331805	251703.7099905569	57747.468884902206	468813.8923152338
651.0.	3.666666666666667	68988.53055678435	9627.802434195319	100	100	22.907616347266178	103.92612605793472	3028.2673981250887	674.9572624996487	25.884992350222046	100	129.64373603909226	100	83.43262108247319	570.5450923394636	11230.66164564719	22032.61122227067	62.202779946923364	100	100	100	392.3105358482853	457.4160835999963	254444.54609369455	57747.55902044161	473939.322340728
658.0.	3.666666666666666	68988.22924165246	9627.815663305333	100	100	22.907639532393127	103.92438829270483	3028.2720743827244	682.2320298506588	25.8850185638672	100	129.6463537850144	100	83.42842572612138	576.3852271161342	11230.612568526298	22274.070548441192	62.202508017700836	100	100	100	392.3108103516644	457.41640480312316	257185.38424953772	57747.638366208215	479064.7646457732
665.0.	3.666666666666666	68987.9398600859	9627.82727612114	100	100	22.907659363142255	103.92275896673063	3028.2761817521805	689.506679390633	25.8850409855077	100	129.648792179261	100	83.42453812633637	582.2250791208849	11230.565434035689	22515.528840887768	62.20224684786548	100	100	100	392.3110514178629	457.416686903418	259926.2242107807	57747.708017690675	484190.21775163786
672.0.	3.666666666666666	68987.66239100437	9627.83743837794	100	100	22.907676208687967	103.92123186591593	3028.2797784512327	696.7812184910186	25.8850600324602	100	129.65106296629577	100	83.42093650246208	588.0646691254487	11230.520238902924	22756.98614136227	62.201996419957105	100	100	100	392.311262470644	457.4169339036536	262667.06575530634	57747.768968945595	489315.6803301699
679.0.	3.666666666666666	68987.39674592565	9627.84630036859	100	100	22.907690402352525	103.91980108113822	3028.282917279188	704.055654099007	25.885076081514978	100	129.65317716848904	100	83.4176005509076	593.9040164291798	11230.476968859362	22998.442491421658	62.201756655511865	100	100	100	392.3114466150309	457.417149434022	265407.9086838489	57747.822121408484	494441.15118982765
686.0.	3.666666666666666	68987.1427792744	9627.853998289283	100	100	22.90770224482326	103.9184609983945	3028.285646089401	711.3299927585384	25.88508947257277	100	129.6551451262857	100	83.41451135036213	599.7431389590979	11230.43560032099	23239.897932210446	62.20152742438293	100	100	100	392.3116066650989	457.41733678462435	268148.7528178601	57747.86829196486	499566.62926292507
693.0.	3.666666666666667	68986.9002975324	9627.860655476425	100	100	22.907712007102695	103.9172062886731	3028.288008222197	718.6042406306073	25.885100511979164	100	129.6569765365476	100	83.41165127262488	605.5820533634926	11230.396101880366	23481.352504277205	62.201308553013966	100	100	100	392.31174516944844	457.4174989352339	270889.5979975621	57747.90822036895	504692.11359399115
700.0.	3.666666666666666	68986.66906734381	9627.866383537506	100	100	22.907719933200802	103.91603189764567	3028.290042902261	725.8784035128515	25.885109475568097	100	129.65868048908771	100	83.40900389875976	611.4207750994797	11230.358435628263	23722.806247421275	62.2010998317681	100	100	100	392.31186443457455	457.4176385826187	273630.4440801709	57747.9425760265	509817.60332915134
